ticker,exchange_suffix,name,sector
ODFB.OL,.OL,ODFJELL SER. B,
ODL.OL,.OL,ODFJELL DRILLING,
OEC.MI,.MI,OPS ECOM,
OET.OL,.OL,OKEANIS ECO TANKER,
OIZ.IR,.IR,ORIGIN ENT. PLC,
OKEA.OL,.OL,OKEA,
OLI.MI,.MI,OLIDATA,
OMDA.OL,.OL,OMDA,
OMER.MI,.MI,OMER,
ONCIN.OL,.OL,ONCOINVENT,
ONTEX.BR,.BR,ONTEX GROUP,
OPM.PA,.PA,OPMOBILITY,
OPR.MI,.MI,OPS RETAIL,
OPS.MI,.MI,OPS ITALIA,
OPTI.BR,.BR,OPTION,
OR.PA,.PA,L'OREAL,
ORA.PA,.PA,ORANGE,
OREGE.PA,.PA,OREGE,
ORIA.PA,.PA,FIDUCIAL REAL EST.,
ORK.OL,.OL,ORKLA,
ORS.MI,.MI,ORSERO,
OS.MI,.MI,OFFICINA STELLARE,
OSA.MI,.MI,OSAI AUTOM SYSTEM,
OSE.PA,.PA,OSE IMMUNO,
OSUN.OL,.OL,OCEAN SUN,
OTEC.OL,.OL,OTELLO CORPORATION,
OTL.OL,.OL,ODFJELL TECHNOLOGY,
OTO.MI,.MI,OTOFARMA,
OTOVO.OL,.OL,OTOVO,
OVH.PA,.PA,OVH,
OVS.MI,.MI,OVS,
OXUR.BR,.BR,OXURION,
PAG.MI,.MI,PORTO AVIATION,
PAR.PA,.PA,PAREF,
PARB.OL,.OL,PARETO BANK,
PARP.PA,.PA,GROUPE PARTOUCHE,
PARRO.PA,.PA,PARROT,
PAT.PA,.PA,PATRIMOINE ET COMM,
PAY.BR,.BR,PAYTON PLANAR,
PBH.AS,.AS,PB HOLDING,
PEN.OL,.OL,PANORO ENERGY,
PERR.PA,.PA,PERRIER (GERARD),
PEUG.PA,.PA,PEUGEOT INVEST,
PEXIP.OL,.OL,PEXIP HOLDING,
PFI.MI,.MI,PREMIA FINANCE,
PHARM.AS,.AS,PHARMING GROUP,
PHIA.AS,.AS,PHILIPS KON,
PHIL.MI,.MI,PHILOGEN,
PHN.MI,.MI,PHARMANUTRA,
PHO.OL,.OL,PHOTOCURE,
PHR.LS,.LS,PHAROL,
PIA.MI,.MI,PIAGGIO,
PIG.PA,.PA,HAULOTTE GROUP,
PINF.MI,.MI,PININFARINA SPA,
PIRC.MI,.MI,PIRELLI & C,
PLC.MI,.MI,PLC,
PLN.MI,.MI,PLANETEL,
PLNW.PA,.PA,PLANISWARE,
PLSV.OL,.OL,PARATUS ENERGY SER,
PLT.OL,.OL,POLIGHT,
PLX.PA,.PA,PLUXEE,
PMED.MI,.MI,Piu' Medical,
PMT.MI,.MI,PROMOTICA,
PNL.AS,.AS,POSTNL,
PNOR.OL,.OL,PETRONOR EP,
POL.OL,.OL,POLARIS MEDIA,
POPR.MI,.MI,POLIGRAF PRINTING,
POR.MI,.MI,PORTOBELLO,
PORF.AS,.AS,PORCELEYNE FLES,
POXEL.PA,.PA,POXEL,
POZ.MI,.MI,POZZI MILANO,
PPG.OL,.OL,PIONEER PROPERTY,
PQ.MI,.MI,PIQUADRO,
PRC.PA,.PA,ARTMARKET COM,
PRE.MI,.MI,PREDICT,
PREVA.AS,.AS,VALUE8 CUM PREF,
PRO.MI,.MI,BCA PROFILO,
PROAC.PA,.PA,PROACTIS SA,
PROT.OL,.OL,PROTECTOR FORSIKRG,
PROX.BR,.BR,PROXIMUS,
PROXI.OL,.OL,PROXIMAR SEAFOOD,
PRS.OL,.OL,PROSAFE,
PRT.MI,.MI,ESPRINET,
PRX.AS,.AS,PROSUS,
PRY.MI,.MI,PRYSMIAN,
PRYME.OL,.OL,PRYME,
PSE.OL,.OL,PETROLIA,
PSQ.MI,.MI,PASQUARELLI AUTO,
PST.MI,.MI,POSTE ITALIANE,
PTR.MI,.MI,PATTERN,
PTSB.IR,.IR,PERM. TSB GP. HOLD,
PUB.PA,.PA,PUBLICIS GROUPE SA,
PUBLI.OL,.OL,PUBLIC PROPERTY IN,
PVL.PA,.PA,PLAST.VAL LOIRE,
PWS.MI,.MI,POWERSOFT,
PYRUM.OL,.OL,PYRUM INNOVATIONS,
QDT.PA,.PA,QUADIENT,
QEC.OL,.OL,QUESTERRE ENERGY,
QEV.AS,.AS,QEV,
QEVT.AS,.AS,QEV TREAS SHARES,
QFG.BR,.BR,QUESTFOR GR-PRICAF,
QRF.BR,.BR,QRF,
RACE.MI,.MI,FERRARI,
RAD.MI,.MI,RADICI,
RAM.LS,.LS,RAMADA,
RAND.AS,.AS,RANDSTAD NV,
RAT.MI,.MI,RATTI,
RBO.PA,.PA,ROCHE BOBOIS,
RBT.PA,.PA,ROBERTET,
RCO.PA,.PA,REMY COINTREAU,
RCS.MI,.MI,RCS MEDIAGROUP,
RDF.MI,.MI,REDELFI,
RDUE.MI,.MI,ERREDUE,
REACH.OL,.OL,REACH SUBSEA,
REAL.BR,.BR,REALCO,
REC.MI,.MI,RECORDATI ORD,
RECSI.OL,.OL,REC SILICON,
RECT.BR,.BR,RECTICEL,
REFL.OL,.OL,REFUELS,
REI.BR,.BR,REIBEL,
REINA.AS,.AS,REINET INVESTMENTS,
REN.AS,.AS,RELX,
RENE.LS,.LS,REN,
RES.MI,.MI,RES,
RETI.MI,.MI,RETI,
REVO.MI,.MI,REVO INSURANCE,
REY.MI,.MI,REPLY,
RF.PA,.PA,EURAZEO,
RFG.MI,.MI,RACING FORCE,
RFLTC.MI,.MI,REDFISH,
RI.PA,.PA,PERNOD RICARD,
RING.OL,.OL,SPBK1 RINGERIKE,
RIVER.OL,.OL,RIVER TECH,
RKT.MI,.MI,ROCKET SHARING C,
RMS.PA,.PA,HERMES INTL,
RMT.MI,.MI,RIBA MUNDO,
RN.MI,.MI,RISANAMENTO,
RNO.PA,.PA,RENAULT,
RNV.MI,.MI,RENOVALO,
ROCK.BR,.BR,WHITESTONE GROUP,
ROGS.OL,.OL,ROGALAND SPAREBANK,
ROM.OL,.OL,ROMREAL,
ROMER.OL,.OL,ROMERIKE SPAREBK,
ROU.BR,.BR,ROULARTA,
RPTN.MI,.MI,RINO PETINO,
RTL.MI,.MI,RTL,
RUI.PA,.PA,RUBIS,
RWAY.MI,.MI,RAI WAY,
RWY.MI,.MI,REWAY GROUP,
RXL.PA,.PA,REXEL,
RYA.IR,.IR,RYANAIR HOLD. PLC,
S30.PA,.PA,SOLUTIONS 30 SE,
S3D.MI,.MI,SOLID WORLD GROUP,
SAB.MI,.MI,SABAF,
SABE.PA,.PA,SAINT JEAN GROUPE,
SAC.MI,.MI,SACCHERIA F. FRANC,
SACI.PA,.PA,FIDUCIAL OFF.SOL.,
SAF.PA,.PA,SAFRAN,
SAGA.OL,.OL,SAGA PURE,
SALM.OL,.OL,SALMAR,
SALME.OL,.OL,SALMON EVOLUTION,
SAMS.PA,.PA,SAMSE,
SAN.PA,.PA,SANOFI,
SATS.OL,.OL,SATS,
SAVE.PA,.PA,SAVENCIA,
SB1NO.OL,.OL,SPAREBANK 1 SØR-N,
SB68.OL,.OL,SPARBNK 68 GR NORD,
SBC.MI,.MI,SICILY BY CAR,
SBMO.AS,.AS,SBM OFFSHORE,
SBNOR.OL,.OL,SPAREBANKEN NORGE,
SBO.OL,.OL,SELVAAG BOLIG,
SBT.PA,.PA,OENEO,
SCANA.OL,.OL,SCANA,
SCATC.OL,.OL,SCATEC,
SCB.LS,.LS,S.CLUBE BRAGA,
SCHP.PA,.PA,SECHE ENVIRONNEM.,
SCK.MI,.MI,SCIUKER FRAMES,
SCP.LS,.LS,SPORTING,
SCR.PA,.PA,SCOR SE,
SCT.LS,.LS,TOYOTA CAETANO,
SDG.PA,.PA,SYNERGIE,
SDSD.OL,.OL,S.D. STANDARD ETC,
SEA1.OL,.OL,Sea1 Offshore,
SEFER.PA,.PA,SERGEFERRARI GROUP,
SEIF.MI,.MI,SOC EDIT IL FATTO,
SELER.PA,.PA,SELECTIRENTE,
SEM.LS,.LS,SEMAPA,
SEQUA.BR,.BR,SEQUANA MEDICAL,
SERI.MI,.MI,SERI INDUSTRIAL,
SES.MI,.MI,SESA,
SESG.PA,.PA,SES,
SFCA.PA,.PA,SOC FRANC CASINOS,
SFER.MI,.MI,SALV FERRAGAMO,
SFL.MI,.MI,SAFILO GROUP,
SFPI.PA,.PA,GROUPE SFPI,
SFT.MI,.MI,SOFTLAB,
SGC.MI,.MI,SG COMPANY,
SGF.MI,.MI,SOGEFI,
SGO.AS,.AS,SAINT GOBAIN,
SGRO.PA,.PA,SEGRO PLC,
SHELL.AS,.AS,SHELL PLC,
SHUR.BR,.BR,SHURGARD,
SIAV.MI,.MI,SIAV,
SIFG.AS,.AS,SIF HOLDING,
SIGHT.PA,.PA,GENSIGHT BIOLOGICS,
SIP.BR,.BR,SIPEF,
SIT.MI,.MI,SIT,
SK.PA,.PA,S.E.B.,
SKAND.OL,.OL,SKANDIA GREENPOWER,
SKUE.OL,.OL,SKUE SPAREBANK,
SL.MI,.MI,SANLORENZO,
SLBEN.LS,.LS,BENFICA,
SLCO.PA,.PA,SELCODIS,
SLIGR.AS,.AS,SLIGRO FOOD GROUP,
SMCAP.MI,.MI,SMART CAPITAL,
SMCP.PA,.PA,SMCP,
SMN.MI,.MI,SIMONE,
SMOP.OL,.OL,SMARTOPTICS GROUP,
SNC.LS,.LS,"SONAECOM,SGPS",
SNG.LS,.LS,SONAGI,
SNI.OL,.OL,STOLT-NIELSEN,
SNOR.OL,.OL,SPBK 1 NORDMØRE,
SNTIA.OL,.OL,SENTIA,
SOAG.OL,.OL,SPBK1 ØSTFOLD AKE,
SOF.BR,.BR,SOFINA,
SOFF.OL,.OL,SOLSTAD OFFSHORE,
SOFT.BR,.BR,SOFTIMAT,
SOFTX.OL,.OL,SOFTOX SOLUTIONS,
SOGES.MI,.MI,SOGES GROUP,
SOGN.OL,.OL,SOGN SPAREBANK,
SOI.PA,.PA,SOITEC,
SOL.MI,.MI,SOL,
SOLB.BR,.BR,SOLVAY,
SOLV.BR,.BR,SOLVAC NOM(RETAIL),
SOM.MI,.MI,SOMEC,
SOMA.OL,.OL,SOLSTAD MARITIME,
SON.LS,.LS,SONAE,
SOP.PA,.PA,SOPRA STERIA GROUP,
SOS.MI,.MI,SOSTRAVEL.COM,
SPA.BR,.BR,SPADEL,
SPEL.PA,.PA,FONCIERE VOLTA,
SPIE.PA,.PA,SPIE,
SPM.MI,.MI,SAIPEM,
SPOG.OL,.OL,SPAREBANKEN ØST,
SPOL.OL,.OL,SPBK 1 ØSTLANDET,
SRG.MI,.MI,SNAM,
SRP.PA,.PA,SHOWROOMPRIVE,
SSL.MI,.MI,S.S. LAZIO,
STAR7.MI,.MI,STAR7,
STB.OL,.OL,STOREBRAND,
STECH.OL,.OL,SOILTECH,
STF.PA,.PA,STEF,
STLAM.MI,.MI,STELLANTIS,
STLAP.PA,.PA,STELLANTIS NV,
STMMI.MI,.MI,STMICROELECTRONICS,
STMPA.PA,.PA,STMICROELECTRONICS,
STRO.OL,.OL,STRONGPOINT,
STST.OL,.OL,STAINLESS TANKERS,
SU.PA,.PA,SCHNEIDER ELECTRIC,
SUBC.OL,.OL,SUBSEA 7,
SVS.MI,.MI,SVAS BIOSANA,
SW.PA,.PA,SODEXO,
SWON.OL,.OL,SOFTWAREONE HOLD,
SWP.PA,.PA,SWORD GROUP,
SYENS.BR,.BR,SYENSQO,
SYS.MI,.MI,SYS-DAT,
TALEA.MI,.MI,TALEA,
TB.MI,.MI,TRIBOO,
TCG.MI,.MI,TECNO,
TCM.MI,.MI,TECMA SOLUTIONS,
TD.MI,.MI,TRENDEVICE,
TDSA.LS,.LS,TEIXEIRA DUARTE,
TE.PA,.PA,TECHNIP ENERGIES,
TECH.OL,.OL,TECHSTEP,
TEKNA.OL,.OL,TEKNA HOLDING,
TEL.OL,.OL,TELENOR,
TEN.MI,.MI,TENARIS,
TEP.PA,.PA,TELEPERFORMANCE,
TERBS.PA,.PA,TERACT BS,
TES.MI,.MI,TESMEC,
TESB.BR,.BR,TESSENDERLO,
TEXF.BR,.BR,TEXAF,
TFF.PA,.PA,TFF GROUP,
TFG.AS,.AS,TETRAGON FIN GRP,
TFI.PA,.PA,TF1,
TFIN.MI,.MI,TREVI FIN IND,
TGS.OL,.OL,TGS,
TGYM.MI,.MI,TECHNOGYM,
THEON.AS,.AS,THEON INTERNAT,
THEP.PA,.PA,THERMADOR GROUPE,
TIETO.OL,.OL,TIETOEVRY,
TIME.MI,.MI,COMPAGNIA CARAIBI,
TINC.BR,.BR,TINC,
TINDE.OL,.OL,TINDE SPAREBANK,
TIP.MI,.MI,TAMBURI,
TISG.MI,.MI,THE ITALIAN SEA G,
TIT.MI,.MI,TELECOM ITALIA,
TITC.BR,.BR,TITAN S.A.,
TITR.MI,.MI,TELECOM ITALIA R,
TKO.PA,.PA,TIKEHAU CAPITAL,
TLM.MI,.MI,TELMES,
TLS.MI,.MI,TELESIA,
TMP.MI,.MI,TMP GROUP,
TNG.PA,.PA,TRANSGENE,
TNX.MI,.MI,TENAX INTERNAT,
TNXT.MI,.MI,TINEXTA,
TOM.OL,.OL,TOMRA SYSTEMS,
TOM2.AS,.AS,TOMTOM,
TPRO.MI,.MI,TECHNOPROBE,
TPS.MI,.MI,TPS,
TRACT.PA,.PA,TERACT,
TRAI.MI,.MI,TRADELAB,
TRI.PA,.PA,TRIGANO,
TRIO.AS,.AS,TRIODOS BANK,
TRMED.OL,.OL,THOR MEDICAL,
TRN.MI,.MI,TERNA,
TRSB.OL,.OL,TRØNDELAG SPBK,
TSL.MI,.MI,TESSELLIS,
TTE.BR,.BR,TOTALENERGIES,
TUB.BR,.BR,TUBIZE-FIN,
TVRB.PA,.PA,TELEVERBIER,
TWEKA.AS,.AS,TKH GROUP,
TWL.MI,.MI,TRAWELL CO,
TXT.MI,.MI,TXT E-SOLUTIONS,
TYA.MI,.MI,TOSCANA AEROPORTI,
U24.MI,.MI,UCAPITAL24,
UBA.MI,.MI,UBALDI COSTRUZIONI,
UBI.PA,.PA,UBISOFT ENTERTAIN,
UCB.BR,.BR,UCB,
UCG.MI,.MI,UNICREDIT,
UD.MI,.MI,UNIDATA,
UMG.AS,.AS,UMG,
UMI.BR,.BR,UMICORE,
UNA.AS,.AS,UNILEVER,
UNI.MI,.MI,UNIPOL,
UPR.IR,.IR,UNIPHAR PLC,
URW.PA,.PA,UNIBAIL-RODAMCO-WE,
VAC.PA,.PA,PIERRE VACANCES,
VAF.LS,.LS,VAA VISTA ALEGRE,
VALUE.AS,.AS,VALUE8,
VAN.BR,.BR,VAN DE VELDE,
VANTI.PA,.PA,VANTIVA,
VAR.OL,.OL,VÅR ENERGI,
VARV.MI,.MI,SBE-VARVIT,
VCT.PA,.PA,VICAT,
VDI.OL,.OL,VANTAGE DRILLING I,
VEI.OL,.OL,VEIDEKKE,
VEND.OL,.OL,VEND MARKETPLACES,
VETO.PA,.PA,VETOQUINOL,
VGP.BR,.BR,VGP,
VIE.PA,.PA,VEOLIA ENVIRON.,
VIL.PA,.PA,VIEL ET COMPAGNIE,
VIM.MI,.MI,VIMI FASTENERS,
VIO.BR,.BR,VIOHALCO,
VIRI.PA,.PA,VIRIDIEN,
VIRP.PA,.PA,VIRBAC,
VISTN.OL,.OL,VISTIN PHARMA,
VIV.PA,.PA,VIVENDI SE,
VK.PA,.PA,VALLOUREC,
VLA.PA,.PA,VALNEVA,
VLC.MI,.MI,VALICA,
VLK.AS,.AS,V LANSCHOT KEMPEN,
VLS.MI,.MI,VALSOIA,
VLT.MI,.MI,VALTECNE,
VLTSA.PA,.PA,VOLTALIA,
VMX.PA,.PA,VERIMATRIX,
VNE.MI,.MI,VNE,
VNT.MI,.MI,VANTEA SMART,
VNXT.MI,.MI,VINEXT,
VOW.OL,.OL,VOW,
VPK.AS,.AS,VOPAK,
VRLA.PA,.PA,VERALLIA,
VTA.AS,.AS,VOLTA FINANCE,
VTR.PA,.PA,VITURA,
VTURA.OL,.OL,VENTURA OFFSHORE,
VU.PA,.PA,Vusion,
VVG.MI,.MI,VIVENDA GROUP,
VVL.OL,.OL,VOSS VEKSEL OGLAND,
VVY.AS,.AS,VIVORYON,
WAGA.PA,.PA,WAGA ENERGY,
WAVE.PA,.PA,WAVESTONE,
WAWI.OL,.OL,WALLENIUS WILHELMS,
WBD.MI,.MI,WEBUILD,
WBDR.MI,.MI,WEBUILD RSP,
WBS.MI,.MI,WEBSOLUTE,
WEB.BR,.BR,WAREHOUSES ESTATES,
WEHB.BR,.BR,WERELDHAVE BELGIUM,
WEST.OL,.OL,WESTERN BULK CHART,
WHA.AS,.AS,WERELDHAVE,
WHATS.BR,.BR,WHAT'S COOKING GP,
WIIT.MI,.MI,WIIT,
WKL.AS,.AS,WOLTERS KLUWER,
WLN.PA,.PA,WORLDLINE,
WSTEP.OL,.OL,WEBSTEP,
WWI.OL,.OL,WILH. WILHELMSEN A,
WWIB.OL,.OL,WILH. WILHELMSEN B,
XFAB.PA,.PA,X-FAB,
XHS.MI,.MI,XENIA,
XIOR.BR,.BR,XIOR,
XPLRA.OL,.OL,XPLORA TECHNOLOGIE,
YACHT.MI,.MI,FERRETTI,
YAR.OL,.OL,YARA INTERNATIONAL,
YKY.MI,.MI,YAKKYO,
YOLO.MI,.MI,YOLO GROUP,
YRM.MI,.MI,ROSETTI MARINO,
ZAL.OL,.OL,ZALARIS,
ZAP.OL,.OL,ZAPTEC,
ZEN.BR,.BR,ZENOBE GRAMME CERT,
ZENA.OL,.OL,ZENITH ENERGY,
ZEST.MI,.MI,ZEST,
ZLNA.OL,.OL,ZELLUNA,
ZUC.MI,.MI,ZUCCHI,
ZV.MI,.MI,ZIGNAGO VETRO,
